id,source_dataset,query,gold_answer,chatbot generated answer,qldt generated answer,eval,eval_reason
01_1_2015_TT_Lien_tich_QD_danh_gia_QP-AN_simple_009,qpan_rag_dataset,Sinh viên nào được miễn toàn bộ môn học GDQP&AN theo Thông tư liên tịch 18/2015?,"Ba đối tượng được miễn: (a) sinh viên có giấy chứng nhận sĩ quan dự bị hoặc bằng tốt nghiệp do trường quân đội, công an cấp; (b) sinh viên đã có chứng chỉ GDQP&AN tương ứng với trình độ đào tạo; (c) sinh viên là người nước ngoài.","Theo Thông tư liên tịch 18/2015/TTLT-BGDĐT-BLĐTBXH, các đối tượng được miễn học toàn bộ môn học Giáo dục quốc phòng và an ninh (GDQP&AN) bao gồm:

*   Học sinh, sinh viên có giấy chứng nhận sĩ quan dự bị hoặc bằng tốt nghiệp do các trường quân đội, công an cấp.
*   Học sinh, sinh viên đã có chứng chỉ GDQP&AN tương ứng với trình độ đào tạo.
*   Học sinh, sinh viên là người nước ngoài.

Để biết thêm thông tin về thủ tục miễn học, bạn có thể xem hướng dẫn và mẫu đơn [tại đây](https://docs.google.com/document/d/1ubhKJQtnzYFwZwI1q5uSXIywiMx1ACBT/edit?usp=sharing&ouid=101159646455627822179&rtpof=true&sd=true).",,,
01_1_2015_TT_Lien_tich_QD_danh_gia_QP-AN_simple_010,qpan_rag_dataset,Sinh viên được miễn học một số học phần trong chương trình GDQP&AN khi nào?,"Khi có giấy xác nhận kết quả học tập các học phần, nội dung đó đạt từ 5 điểm trở lên theo thang điểm 10.","Sinh viên được miễn học, miễn thi các học phần hoặc nội dung trong chương trình GDQP&AN khi có giấy xác nhận kết quả học tập các học phần, nội dung đó đạt từ 5 điểm trở lên theo thang điểm 10.

Ngoài ra, sinh viên có thể xem hướng dẫn và mẫu đơn xin miễn GDQP-AN [tại đây](https://docs.google.com/document/d/1ubhKJQtnzYFwZwI1q5uSXIywiMx1ACBT/edit?usp=sharing&ouid=101159646455627822179&rtpof=true&sd=true).",,,
01_1_2015_TT_Lien_tich_QD_danh_gia_QP-AN_simple_011,qpan_rag_dataset,Sinh viên nào được miễn các nội dung thực hành kỹ năng quân sự trong GDQP&AN?,"Ba đối tượng: (a) sinh viên là người khuyết tật có giấy xác nhận; (b) sinh viên không đủ sức khỏe hoặc mắc bệnh lý thuộc diện miễn nghĩa vụ quân sự; (c) sinh viên đã hoàn thành nghĩa vụ quân sự, công an nhân dân.","Theo quy định tại Điều 4, các đối tượng được miễn học các nội dung thực hành kỹ năng quân sự trong môn học GDQP&AN bao gồm:

*   Sinh viên là người khuyết tật, có giấy xác nhận khuyết tật theo quy định của pháp luật về người khuyết tật.
*   Sinh viên không đủ sức khỏe về thể lực hoặc mắc những bệnh lý thuộc diện miễn làm nghĩa vụ quân sự theo quy định hiện hành.
*   Sinh viên đã hoàn thành nghĩa vụ quân sự, công an nhân dân.

Bạn có thể xem chi tiết các quy định này [tại đây](https://ctt.hust.edu.vn/Upload/Nguyen%20Quoc%20Dat/files/DTDH_QDQC/Hoctap/01_1%202015%20TT%20Lien%20tich_QD%20danh%20gia%20QP-AN.pdf).",,,
01_1_2015_TT_Lien_tich_QD_danh_gia_QP-AN_simple_012,qpan_rag_dataset,"Sinh viên nữ đang mang thai có được tạm hoãn học GDQP&AN không, và ai có thẩm quyền xét tạm hoãn?","Có, sinh viên nữ đang mang thai hoặc trong thời gian nghỉ chế độ thai sản được tạm hoãn. Giám đốc, hiệu trưởng các cơ sở giáo dục có thẩm quyền xét tạm hoãn.","Sinh viên nữ đang mang thai thuộc đối tượng được tạm hoãn học môn GDQP&AN.

Thẩm quyền xét tạm hoãn thuộc về Giám đốc hoặc hiệu trưởng các cơ sở giáo dục. Sau khi hết thời gian tạm hoãn, cơ sở giáo dục sẽ bố trí cho sinh viên vào học các lớp phù hợp để hoàn thành chương trình.",,,
01_1_2015_TT_Lien_tich_QD_danh_gia_QP-AN_simple_013,qpan_rag_dataset,"Sau khi hết thời gian tạm hoãn học GDQP&AN, cơ sở giáo dục phải làm gì đối với sinh viên?","Hết thời gian tạm hoãn, các cơ sở giáo dục bố trí cho học sinh, sinh viên vào học các lớp phù hợp để hoàn thành chương trình.","Theo quy định, sau khi hết thời gian tạm hoãn học môn Giáo dục quốc phòng - an ninh (GDQP&AN), các cơ sở giáo dục có trách nhiệm bố trí cho sinh viên vào học các lớp phù hợp để hoàn thành chương trình.",,,
01_1_2015_TT_Lien_tich_QD_danh_gia_QP-AN_simple_014,qpan_rag_dataset,Giảng viên GDQP&AN là sĩ quan quân đội biệt phái được quản lý như thế nào theo Thông tư liên tịch 18/2015?,"Do cơ quan, đơn vị biệt phái sĩ quan và các trường quản lý theo quy định của Chính phủ về biệt phái sĩ quan quân đội, công an.","Theo Thông tư liên tịch 18/2015/TTLT-BGDĐT-BLĐTBXH, việc quản lý giảng viên GDQP&AN là sĩ quan quân đội biệt phái được quy định như sau:

*   Giảng viên là sĩ quan quân đội biệt phái do cơ quan, đơn vị biệt phái sĩ quan và các trường cùng quản lý theo quy định của Chính phủ về biệt phái sĩ quan quân đội, công an.
*   Các cơ sở giáo dục thực hiện quản lý đội ngũ giảng viên GDQP&AN tương tự như đối với giáo viên, giảng viên các môn học khác.",,,
01_1_2015_TT_Lien_tich_QD_danh_gia_QP-AN_simple_015,qpan_rag_dataset,Cơ sở giáo dục có khoa hoặc bộ môn GDQP&AN cần có những cơ sở vật chất gì để thực hiện nhiệm vụ GDQP&AN?,"Phải có phòng học chuyên dùng, thao trường tổng hợp; có đủ cơ sở vật chất, thiết bị dạy học GDQP&AN theo quy định về danh mục thiết bị dạy học tối thiểu môn GDQP&AN.","Theo quy định tại Điều 7, các cơ sở giáo dục có trung tâm, khoa hoặc bộ môn GDQP&AN cần đảm bảo các cơ sở vật chất sau để thực hiện nhiệm vụ:

*   Có phòng học chuyên dùng.
*   Có thao trường tổng hợp.
*   Có đủ cơ sở vật chất, thiết bị dạy học GDQP&AN theo quy định hiện hành về danh mục thiết bị dạy học tối thiểu môn học GDQP&AN.",,,
01_1_2015_TT_Lien_tich_QD_danh_gia_QP-AN_simple_016,qpan_rag_dataset,Lớp học lý thuyết GDQP&AN được phép ghép tối đa bao nhiêu người và lớp thực hành tối đa bao nhiêu người?,Lớp học lý thuyết ghép không quá 150 người; lớp học thực hành không quá 40 người.,"Theo quy định tại Điều 8, Chương II về quản lý và tổ chức dạy, học môn GDQP&AN, quy định về sĩ số lớp học như sau:

*   **Lớp học lý thuyết:** Nếu bố trí lớp ghép, sĩ số tối đa không quá 150 người.
*   **Lớp học thực hành:** Sĩ số tối đa không quá 40 người.",,,
01_1_2015_TT_Lien_tich_QD_danh_gia_QP-AN_simple_017,qpan_rag_dataset,"Khi tổ chức dạy thực hành kỹ thuật, chiến thuật, thuốc nổ và bắn đạn thật trong GDQP&AN, cơ sở giáo dục phải làm gì?","Phải hợp đồng với cơ quan quân sự địa phương, đơn vị quân đội, công an để bảo đảm tuyệt đối an toàn về người, vũ khí, trang thiết bị.","Khi tổ chức dạy thực hành kỹ thuật, chiến thuật, thuốc nổ và bắn đạn thật trong môn học GDQP&AN, cơ sở giáo dục phải thực hiện hợp đồng với cơ quan quân sự địa phương, đơn vị quân đội hoặc công an để bảo đảm tuyệt đối an toàn về người, vũ khí và trang thiết bị.",,,
01_1_2015_TT_Lien_tich_QD_danh_gia_QP-AN_simple_018,qpan_rag_dataset,Sinh viên cần đạt điểm trung bình chung môn học GDQP&AN bao nhiêu để được cấp chứng chỉ?,Sinh viên cần đạt điểm trung bình chung môn học từ 5 điểm trở lên theo thang điểm 10.,"Để được cấp chứng chỉ GDQP&AN, sinh viên cần đạt điểm trung bình chung môn học từ 5 điểm trở lên (theo thang điểm 10).",,,
01_1_2015_TT_Lien_tich_QD_danh_gia_QP-AN_simple_019,qpan_rag_dataset,Ai có thẩm quyền cấp chứng chỉ GDQP&AN cho sinh viên tại các cơ sở giáo dục đại học?,"Giám đốc, hiệu trưởng các cơ sở giáo dục được tổ chức dạy, học GDQP&AN có thẩm quyền cấp chứng chỉ GDQP&AN.","Theo tài liệu tham khảo, thẩm quyền cấp chứng chỉ GDQP&AN bao gồm:

*   Giám đốc, hiệu trưởng các cơ sở giáo dục được tổ chức dạy, học GDQP&AN.
*   Giám đốc trung tâm GDQP&AN (theo quy định về liên kết GDQP&AN).",,,
01_1_2015_TT_Lien_tich_QD_danh_gia_QP-AN_simple_020,qpan_rag_dataset,"Bộ Giáo dục và Đào tạo có trách nhiệm gì trong việc tổ chức đào tạo, bồi dưỡng đội ngũ giảng viên GDQP&AN?","Chủ trì, phối hợp với Bộ Quốc phòng, Bộ Công an, Bộ LĐ-TB&XH và các cơ quan liên quan tổ chức đào tạo, bồi dưỡng, tập huấn cho đội ngũ cán bộ quản lý, giáo viên, giảng viên GDQP&AN trong các cơ sở giáo dục.","Theo tài liệu cung cấp, trách nhiệm của Bộ Giáo dục và Đào tạo trong việc tổ chức đào tạo, bồi dưỡng đội ngũ giảng viên GDQP&AN được quy định tại Điều 11 như sau:

Bộ Giáo dục và Đào tạo chủ trì, phối hợp với Bộ Quốc phòng, Bộ Công an, Bộ Lao động - Thương binh và Xã hội và các cơ quan liên quan tổ chức đào tạo, bồi dưỡng, tập huấn cho đội ngũ cán bộ quản lý, giáo viên, giảng viên GDQP&AN trong các cơ sở giáo dục.",,,
01_1_2015_TT_Lien_tich_QD_danh_gia_QP-AN_simple_021,qpan_rag_dataset,Trách nhiệm của cơ sở giáo dục trong công tác GDQP&AN theo Điều 13 là gì?,"Chủ động xây dựng kế hoạch tổ chức dạy, học, đánh giá kết quả môn học GDQP&AN và thực hiện chế độ báo cáo theo quy định.","Theo Điều 13, trách nhiệm của cơ sở giáo dục trong công tác GDQP&AN là:

*   Chủ động xây dựng kế hoạch tổ chức dạy, học, đánh giá kết quả môn học GDQP&AN.
*   Thực hiện chế độ báo cáo theo quy định.",,,
01_1_2015_TT_Lien_tich_QD_danh_gia_QP-AN_simple_022,qpan_rag_dataset,"Khi gặp vướng mắc trong quá trình tổ chức thực hiện Thông tư liên tịch 18/2015, các đơn vị cần phản ánh về đâu?","Cần phản ánh kịp thời về Bộ Giáo dục và Đào tạo và Bộ Lao động - Thương binh và Xã hội để xem xét, giải quyết.","Khi gặp vướng mắc trong quá trình tổ chức thực hiện Thông tư liên tịch 18/2015/TTLT-BGDĐT-BLĐTBXH, các đơn vị cần phản ánh kịp thời về Bộ Giáo dục và Đào tạo và Bộ Lao động - Thương binh và Xã hội để xem xét, giải quyết.",,,
01_1_2015_TT_Lien_tich_QD_danh_gia_QP-AN_multi_hop_023,qpan_rag_dataset,Sinh viên đã từng phục vụ trong quân đội muốn xin miễn học GDQP&AN tại trường đại học cần đáp ứng điều kiện gì và ai có thẩm quyền xét duyệt?,"Sinh viên đã hoàn thành nghĩa vụ quân sự được miễn các nội dung thực hành kỹ năng quân sự (theo Điều 4 khoản 3c). Giám đốc, hiệu trưởng cơ sở giáo dục có thẩm quyền xét tạm hoãn; còn việc cấp chứng chỉ GDQP&AN thuộc thẩm quyền của Giám đốc/Hiệu trưởng cơ sở giáo dục.","Theo quy định tại Điều 4 về đối tượng được miễn học môn học Giáo dục Quốc phòng - An ninh (GDQP&AN), sinh viên đã hoàn thành nghĩa vụ quân sự, công an nhân dân thuộc đối tượng được **miễn học các nội dung thực hành kỹ năng quân sự**.

Để xem chi tiết các quy định liên quan, bạn có thể [xem tại đây](https://ctt.hust.edu.vn/Upload/Nguyen%20Quoc%20Dat/files/DTDH_QDQC/Hoctap/01_1%202015%20TT%20Lien%20tich_QD%20danh%20gia%20QP-AN.pdf).

Về thẩm quyền xét duyệt tạm hoãn hoặc các vấn đề liên quan đến tổ chức dạy học, Giám đốc hoặc Hiệu trưởng các cơ sở giáo dục là người xem xét và quyết định.",,,
01_1_2015_TT_Lien_tich_QD_danh_gia_QP-AN_multi_hop_024,qpan_rag_dataset,"Sinh viên bị điểm GDQP&AN dưới 5 có được cấp chứng chỉ không? Nếu không, sinh viên cần làm gì theo quy định?","Không, sinh viên phải đạt điểm trung bình chung từ 5/10 trở lên mới được cấp chứng chỉ. Nếu chưa đạt, sinh viên phải học lại để hoàn thành chương trình theo kế hoạch mà cơ sở giáo dục bố trí.","Chào bạn, về thắc mắc của bạn đối với môn Giáo dục Quốc phòng và An ninh (GDQP&AN), tôi xin giải đáp như sau:

1. **Về việc cấp chứng chỉ:** Theo quy định, sinh viên chỉ được cấp chứng chỉ GDQP&AN khi điểm trung bình chung môn học đạt từ **5 điểm trở lên** (theo thang điểm 10). Do đó, nếu điểm của bạn dưới 5, bạn sẽ không đủ điều kiện để được cấp chứng chỉ.

2. **Về việc cần làm:** Các tài liệu hiện có không nêu cụ thể quy trình học lại cho trường hợp điểm dưới 5. Tuy nhiên, để đảm bảo hoàn thành chương trình và được cấp chứng chỉ, bạn nên liên hệ trực tiếp với **Phòng Đào tạo** hoặc bộ phận quản lý môn học GDQP&AN tại trường để được hướng dẫn về thủ tục đăng ký học lại hoặc thi cải thiện theo kế hoạch đào tạo của nhà trường.

Nếu cần xác nhận chính thức về quy trình đăng ký học lại, bạn vui lòng liên hệ Phòng Đào tạo để được hỗ trợ kịp thời.",,,
01_1_2015_TT_Lien_tich_QD_danh_gia_QP-AN_multi_hop_025,qpan_rag_dataset,Lớp học GDQP&AN tại đại học được tổ chức như thế nào và quy mô lớp học lý thuyết và thực hành có giới hạn gì?,"Các cơ sở giáo dục đại học có khoa, bộ môn GDQP&AN tổ chức dạy học tập trung theo kế hoạch đào tạo. Lớp lý thuyết ghép không quá 150 người; lớp thực hành không quá 40 người.","Chào bạn, về việc tổ chức lớp học Giáo dục quốc phòng và an ninh (GDQP&AN), thông tin quy định như sau:

**1. Tổ chức dạy và học:**
*   Các cơ sở giáo dục đại học có khoa hoặc bộ môn GDQP&AN sẽ tổ chức dạy và học tập trung theo kế hoạch đào tạo của cơ sở.
*   Việc dạy và học phải đảm bảo tính toàn diện, kết hợp giữa lý luận và thực tiễn, giữa lý thuyết và thực hành.
*   Đối với các nội dung thực hành kỹ thuật, chiến thuật, thuốc nổ và bắn đạn thật, cơ sở giáo dục phải hợp đồng với cơ quan quân sự địa phương hoặc đơn vị quân đội, công an để đảm bảo an toàn tuyệt đối.

**2. Quy mô lớp học:**
Theo quy định, giới hạn sĩ số cho các lớp học GDQP&AN được áp dụng như sau:
*   **Lớp học lý thuyết:** Nếu bố trí lớp ghép, sĩ số không được quá **150 người**.
*   **Lớp học thực hành:** Sĩ số không được quá **40 người**.

Nếu bạn cần xác nhận thông tin cụ thể về kế hoạch tổ chức lớp học cho khóa học của mình, bạn vui lòng liên hệ trực tiếp với Phòng Đào tạo hoặc đơn vị quản lý môn học GDQP&AN tại trường để được hỗ trợ chính xác nhất.",,,
01_1_2015_TT_Lien_tich_QD_danh_gia_QP-AN_multi_hop_026,qpan_rag_dataset,Sinh viên đã học GDQP&AN tại trường trước đó nhưng chỉ đạt điểm 6/10 ở một học phần có được miễn học phần đó khi chuyển trường không?,"Có, sinh viên được miễn học, miễn thi học phần đó vì đã có giấy xác nhận kết quả học tập đạt từ 5 điểm trở lên theo thang điểm 10.","Theo quy định, sinh viên có giấy xác nhận kết quả học tập các học phần, nội dung trong chương trình GDQP&AN đạt từ 5 điểm trở lên theo thang điểm 10 sẽ được miễn học và miễn thi học phần, nội dung đó.

Vì vậy, nếu bạn đã có giấy xác nhận kết quả học tập đạt 6/10 điểm, bạn thuộc đối tượng được miễn học và miễn thi học phần tương ứng. Bạn có thể tham khảo hướng dẫn và mẫu đơn xin miễn GDQP-AN [tại đây](https://docs.google.com/document/d/1ubhKJQtnzYFwZwI1q5uSXIywiMx1ACBT/edit?usp=sharing&ouid=101159646455627822179&rtpof=true&sd=true).",,,
01_1_2015_TT_Lien_tich_QD_danh_gia_QP-AN_multi_hop_027,qpan_rag_dataset,"Bộ GD&ĐT có những trách nhiệm gì liên quan đến công tác thanh tra, kiểm tra GDQP&AN theo Thông tư liên tịch 18/2015?","Bộ GD&ĐT chủ trì, phối hợp với Bộ Quốc phòng, Bộ Công an, Bộ LĐ-TB&XH tổ chức thanh tra, kiểm tra công tác GDQP&AN trong các cơ sở giáo dục thuộc thẩm quyền quản lý và các trung tâm GDQP&AN.","Theo Thông tư liên tịch 18/2015/TTLT-BGDĐT-BLĐTBXH, trách nhiệm của Bộ Giáo dục và Đào tạo liên quan đến công tác thanh tra, kiểm tra GDQP&AN được quy định tại Điều 11, khoản 3 như sau:

*   Chủ trì, phối hợp với Bộ Quốc phòng, Bộ Công an và Bộ Lao động - Thương binh và Xã hội tổ chức thanh tra, kiểm tra công tác GDQP&AN trong các cơ sở giáo dục thuộc thẩm quyền quản lý và các trung tâm GDQP&AN.",,,
01_1_2015_TT_Lien_tich_QD_danh_gia_QP-AN_multi_hop_028,qpan_rag_dataset,Sinh viên khuyết tật học tại đại học được miễn những phần nào trong môn GDQP&AN và cần giấy tờ gì để chứng minh?,Được miễn các nội dung thực hành kỹ năng quân sự. Cần có giấy xác nhận khuyết tật theo quy định của pháp luật về người khuyết tật.,"Theo quy định, sinh viên khuyết tật được hưởng các quyền lợi và chính sách miễn, giảm đối với môn Giáo dục Quốc phòng - An ninh (GDQP&AN) như sau:

*   **Nội dung được miễn:** Sinh viên khuyết tật được miễn học các nội dung thực hành kỹ năng quân sự. Ngoài ra, sinh viên có thể được xem xét miễn, giảm các nội dung không phù hợp hoặc được học các nội dung thay thế phù hợp với hiện trạng sức khỏe.
*   **Giấy tờ chứng minh:** Sinh viên cần có giấy xác nhận khuyết tật theo quy định của pháp luật về người khuyết tật.

Để thực hiện thủ tục, bạn có thể tham khảo hướng dẫn và mẫu đơn xin miễn GDQP-AN [tại đây](https://docs.google.com/document/d/1ubhKJQtnzYFwZwI1q5uSXIywiMx1ACBT/edit?usp=sharing&ouid=101159646455627822179&rtpof=true&sd=true).",,,
01_1_2015_TT_Lien_tich_QD_danh_gia_QP-AN_multi_hop_029,qpan_rag_dataset,Thông tư liên tịch 18/2015 quy định về cơ sở vật chất và về cách tổ chức dạy bắn đạn thật như thế nào nhằm đảm bảo an toàn?,"Cơ sở giáo dục phải có phòng học chuyên dùng, thao trường tổng hợp và đủ thiết bị theo danh mục tối thiểu. Khi tổ chức dạy bắn đạn thật phải hợp đồng với cơ quan quân sự địa phương, đơn vị quân đội, công an để bảo đảm tuyệt đối an toàn về người, vũ khí, trang thiết bị.","Theo Thông tư liên tịch 18/2015/TTLT-BGDĐT-BLĐTBXH, các quy định về cơ sở vật chất và tổ chức dạy bắn đạn thật như sau:

**Về cơ sở vật chất:**
* Các cơ sở giáo dục có khoa, bộ môn hoặc trung tâm GDQP&AN phải có phòng học chuyên dùng và thao trường tổng hợp.
* Phải đảm bảo đủ cơ sở vật chất, thiết bị dạy học theo quy định hiện hành về danh mục thiết bị dạy học tối thiểu môn học GDQP&AN.
* Việc quản lý, sử dụng và bảo quản vũ khí, trang thiết bị phải thực hiện theo quy định hiện hành.

**Về tổ chức dạy bắn đạn thật:**
* Để đảm bảo tuyệt đối an toàn về người, vũ khí và trang thiết bị, các cơ sở giáo dục phải thực hiện hợp đồng với cơ quan quân sự địa phương, đơn vị quân đội hoặc công an khi tổ chức dạy, học thực hành kỹ thuật, chiến thuật, thuốc nổ và bắn đạn thật.",,,
01_1_2015_TT_Lien_tich_QD_danh_gia_QP-AN_multi_hop_030,qpan_rag_dataset,"Sinh viên là người nước ngoài đang học tại Đại học Bách khoa Hà Nội có phải học GDQP&AN không, theo Thông tư liên tịch 18/2015/TTLT-BGDĐT-BLĐTBXH?","Không, sinh viên là người nước ngoài được miễn toàn bộ môn học GDQP&AN. Quy định này nằm tại Điều 4, khoản 1, điểm c của Thông tư liên tịch 18/2015/TTLT-BGDĐT-BLĐTBXH.","Theo quy định tại Điều 4, khoản 1, điểm c của tài liệu về đối tượng được miễn học môn học GDQP&AN, sinh viên là người nước ngoài thuộc đối tượng được miễn học môn học này.",,,
baiviet_all_chunks_simple_001,rag_evaluation_dataset,Hội thảo online của chương trình tham quan tuyển dụng Goertek Vina diễn ra lúc mấy giờ và vào ngày nào?,Hội thảo online diễn ra lúc 20h00 ngày 12/05/2026.,Hội thảo online của chương trình tham quan tuyển dụng Goertek Vina diễn ra vào lúc 20h00 ngày 12/05/2026. Bạn có thể xem chi tiết thông tin [tại đây](https://ctt.hust.edu.vn/DisplayWeb/DisplayBaiViet?baiviet=48616).,,,
baiviet_all_chunks_simple_002,rag_evaluation_dataset,Chương trình tham quan nhà máy và phỏng vấn tuyển dụng của Goertek Vina bắt đầu lúc mấy giờ và ở đâu?,Tham quan bắt đầu lúc 7h00 ngày 15/05/2026 tại Nhà máy Goertek Vina tại Bắc Ninh.,"Chương trình tham quan nhà máy và phỏng vấn tuyển dụng của công ty Goertek Vina có thông tin như sau:

*   **Thời gian:** 7h00 ngày 15/05/2026.
*   **Địa điểm:** Nhà máy Goertek Vina tại Bắc Ninh.

Bạn có thể đăng ký tham gia [tại đây](https://forms.cloud.microsoft/Pages/ResponsePage.aspx?id=n7jxBugHT0a0COwbRXA_MS97dnDGWrVLsl6Z_1CFYmBUNTRDTktTOUE5OTNURk9YT09OMzk2WU1aVy4u).",,,
baiviet_all_chunks_simple_003,rag_evaluation_dataset,Chương trình tham quan tuyển dụng Goertek Vina tuyển tối đa bao nhiêu người?,Chương trình tuyển tối đa 20 người.,"Chương trình tham quan tuyển dụng của công ty Goertek Vina tại Bắc Ninh (diễn ra vào ngày 15/05/2026) tuyển dụng cho vị trí ""Cán bộ nguồn Đôi cánh Goertek 2026"" với số lượng là 20 người.

Bạn có thể xem chi tiết thông tin và đăng ký tham gia [tại đây](https://ctt.hust.edu.vn/DisplayWeb/DisplayBaiViet?baiviet=48616).",,,
baiviet_all_chunks_simple_004,rag_evaluation_dataset,Lương thử việc tại Goertek Vina bằng bao nhiêu phần trăm lương chính thức và ước tính khoảng bao nhiêu tiền?,"Lương thử việc bằng 85% lương chính thức, khoảng 9,2 triệu VND, chưa bao gồm tăng ca và các khoản trợ cấp.",Tôi không tìm thấy thông tin này trong tài liệu hiện có.,,,
baiviet_all_chunks_simple_005,rag_evaluation_dataset,Goertek Vina được thành lập năm nào và ở đâu tại Việt Nam?,"Goertek Vina được thành lập năm 2019 tại KCN Quế Võ, phường Nam Sơn, TP Bắc Ninh, tỉnh Bắc Ninh.","Công ty TNHH khoa học kỹ thuật Goertek Vina được thành lập năm 2019 tại KCN Quế Võ, phường Nam Sơn, TP Bắc Ninh, tỉnh Bắc Ninh.",,,
baiviet_all_chunks_simple_006,rag_evaluation_dataset,Chế độ nghỉ phép theo giờ tại Goertek Vina là bao nhiêu lần mỗi tháng và mỗi lần mấy tiếng?,"Mỗi tháng nghỉ 2 lần, mỗi lần 2 tiếng và vẫn hưởng lương.","Theo chương trình tham quan tuyển dụng của công ty Goertek Vina, chế độ nghỉ phép theo giờ được quy định như sau:

*   Số lần nghỉ: 2 lần/tháng.
*   Thời lượng: 2 giờ/lần.
*   Quyền lợi: Hưởng nguyên lương.

Bạn có thể xem chi tiết thông tin [tại đây](https://ctt.hust.edu.vn/DisplayWeb/DisplayBaiViet?baiviet=48616).",,,
baiviet_all_chunks_simple_007,rag_evaluation_dataset,Chương trình 'Tuyển dụng cán bộ nguồn 2027' của Goertek Vina nhắm đến sinh viên tốt nghiệp trước thời điểm nào?,Sinh viên tốt nghiệp trước tháng 8 năm 2027.,"Chương trình ""Tuyển dụng cán bộ nguồn 2027"" của Công ty Goertek Vina nhắm đến sinh viên tốt nghiệp trước tháng 8 năm 2027. Bạn có thể xem chi tiết thông tin [tại đây](https://ctt.hust.edu.vn/DisplayWeb/DisplayBaiViet?baiviet=47616).",,,
baiviet_all_chunks_simple_008,rag_evaluation_dataset,Hạn nộp báo danh cho chương trình tuyển dụng cán bộ nguồn 2027 của Goertek Vina là khi nào?,Hạn báo danh đến hết ngày 10 tháng 05 năm 2026.,"Hạn báo danh cho chương trình ""Tuyển dụng cán bộ nguồn 2027"" của Công ty Goertek Vina là đến hết ngày 10 tháng 05 năm 2026. Bạn có thể xem chi tiết thông tin [tại đây](https://ctt.hust.edu.vn/DisplayWeb/DisplayBaiViet?baiviet=47616).",,,
baiviet_all_chunks_simple_009,rag_evaluation_dataset,Chương trình đào tạo cán bộ nguồn Goertek Vina kéo dài bao lâu và dự kiến diễn ra từ khi nào đến khi nào?,"Chương trình kéo dài 1 học kỳ tại trung tâm đào tạo Goertek Việt Nam, dự kiến từ tháng 02 đến tháng 06/2027.","Chương trình đào tạo cán bộ nguồn 2027 của Công ty Goertek Vina có thời gian tham gia là 01 học kỳ tại trung tâm đào tạo công nghệ kỹ thuật Goertek Việt Nam, dự kiến diễn ra từ tháng 02/2027 đến tháng 06/2027.

Bạn có thể xem chi tiết thông tin chương trình [tại đây](https://ctt.hust.edu.vn/DisplayWeb/DisplayBaiViet?baiviet=47616).",,,
baiviet_all_chunks_simple_010,rag_evaluation_dataset,Tổng chỉ tiêu đào tạo sĩ quan dự bị năm 2026 tại Đại học Bách khoa Hà Nội là bao nhiêu?,Tổng chỉ tiêu đào tạo sĩ quan dự bị năm 2026 là 08 chỉ tiêu.,"Tôi không tìm thấy thông tin về tổng chỉ tiêu đào tạo sĩ quan dự bị năm 2026 trong tài liệu hiện có. Tài liệu chỉ xác nhận việc Đại học Bách khoa Hà Nội thực hiện tuyển chọn nam sinh viên tốt nghiệp đại học đi đào tạo sĩ quan dự bị năm 2026 theo Quyết định số 60/QĐ-BGDĐT ngày 07/4/2026 của Bộ Giáo dục và Đào tạo.

Bạn có thể [tại đây](https://ctt.hust.edu.vn/DisplayWeb/DisplayBaiViet?baiviet=47615).",,,
baiviet_all_chunks_simple_011,rag_evaluation_dataset,Điều kiện về tuổi đời khi tham gia đào tạo sĩ quan dự bị năm 2026 là gì?,"Nam sinh viên có tuổi đời không quá 30, đã tốt nghiệp đại học trong năm 2026.",Tôi không tìm thấy thông tin về điều kiện tuổi đời khi tham gia đào tạo sĩ quan dự bị năm 2026 trong tài liệu hiện có.,,,
baiviet_all_chunks_simple_012,rag_evaluation_dataset,Sinh viên đăng ký dự tuyển đào tạo sĩ quan dự bị năm 2026 tại Bách khoa Hà Nội ở đâu?,Sinh viên đăng ký dự tuyển tại: https://forms.office.com/r/qXinuKawwy,Tôi không tìm thấy thông tin về việc đăng ký dự tuyển đào tạo sĩ quan dự bị năm 2026 trong tài liệu hiện có.,,,
baiviet_all_chunks_simple_013,rag_evaluation_dataset,Sinh viên được tuyển đào tạo sĩ quan dự bị có quyền lợi gì trong thời gian đào tạo?,"Được hưởng chế độ ăn hàng ngày như học viên đào tạo sĩ quan cấp phân đội, được mượn và cấp quân trang.",Tôi không tìm thấy thông tin này trong tài liệu hiện có.,,,
baiviet_all_chunks_simple_014,rag_evaluation_dataset,Địa điểm làm việc của Công ty TNHH DAIZO TEC tại Hà Nội ở đâu?,"Tầng 15, tòa nhà VIT, 519 Kim Mã, phường Ngọc Khánh, quận Ba Đình, Hà Nội.",Tôi không tìm thấy thông tin này trong tài liệu hiện có.,,,
baiviet_all_chunks_simple_015,rag_evaluation_dataset,Hạn cuối nộp hồ sơ ứng tuyển vào DAIZO TEC là ngày nào?,Hạn cuối gửi hồ sơ là ngày 06/05/2026 (theo nội dung trong chunk).,Hạn cuối gửi hồ sơ ứng tuyển vào Công ty TNHH DAIZO TEC là ngày 06/05/2026. Bạn có thể [tại đây](https://ctt.hust.edu.vn/DisplayWeb/DisplayBaiViet?baiviet=46615).,,,
